REGION	DEP	CHEFLIEU	TNCC	NCC	NCCENR
99  975 97502   0   SAINT-PIERRE-ET-MIQUELON    Saint-Pierre-et-Miquelon
99  977 97133   0   SAINT-BARTHÉLEMY    Saint-Barthélemy
99  978 97150   0   SAINT-MARTIN    Saint-Martin
99  984 97410   0   TERRES AUSTRALES ET ANTARCTIQUES FRANÇAISES Terres australes et antarctiques françaises
99  986 98600   0   WALLIS ET FUTUNA    Wallis et Futuna
99  987 98714   0   POLYNÉSIE FRANÇAISE Polynésie française
99  988 98800   0   NOUVELLE-CALÉDONIE  Nouvelle-Calédonie
99  989 98901   0   ÎLE DE CLIPPERTON   Île de Clipperton
